pubmed_id,title,abstract,publication_year,publication_month,journal,authors,abstract_length,has_abstract,publication_date
40016997,The pleiotropic effects of glucagon-like peptide-1 receptor agonists in patients with metabolic dysfunction-associated steatohepatitis: a review for gastroenterologists.,"Glucagon-like peptide-1 receptor agonists (GLP-1RAs), and dual GLP-1/glucose-dependent insulinotropic peptide (GIP) or glucagon receptor agonists have emerged as promising agents to treat metabolic dysfunction-associated steatotic liver disease (MASLD)/metabolic dysfunction-associated steatohepatitis (MASH). Although the beneficial effects of GLP-1RAs on glycemic control and weight are well-established, clinicians may be unfamiliar with other potential benefits of this class. We examined the pleiotropic effects of GLP-1RAs and how they relate to gastroenterologists for MASLD/MASH treatment. Our narrative review of English articles included four GLP-1RAs (subcutaneous semaglutide, liraglutide, dulaglutide, and efpeglenatide), a dual GLP-1/GIP agonist (tirzepatide), a dual GLP-1/glucagon receptor agonist (survodutide), MASLD/MASH, related disorders, clinical management, treatment outcomes and landscape. In Phase I - III trials, GLP-1RAs are associated with clinically relevant hepatic improvements including MASH resolution, liver fat reduction, and preventing worsening fibrosis. Effects on cardiometabolic parameters align with type 2 diabetes/obesity Phase III data, comprising substantial improvements in glycemic, weight, and cardiovascular outcomes. Promising data also suggest benefits in common comorbidities, including obstructive sleep apnea, polycystic ovary syndrome, chronic kidney disease, and heart failure with preserved ejection fraction.GLP-1RAs represent a valuable pharmacotherapeutic option for gastroenterologists managing individuals with MASLD/MASH and cardiometabolic comorbid conditions.",2025,Mar,Expert opinion on investigational drugs,Naim Alkhouri; Michael Charlton; Meagan Gray; Mazen Noureddin,1626,True,2025-03-01
41000573,GLP-1 receptor agonist therapy for obesity via direct-to-consumer telemedicine: Clinical characteristics and treatment outcomes.,"This study aimed to characterize the patient population using a DTC telemedicine platform for obesity treatment with liraglutide, evaluate treatment success and adherence, and assess the side effect profile using patient-reported outcomes. We conducted a retrospective cross-sectional study using anonymized data from 966 patients who received liraglutide prescriptions through a DTC platform between August 2022 and April 2024. Patients completed an initial online questionnaire to assess eligibility, followed by a physician's review. A follow-up questionnaire was administered 50 days after the first prescription to evaluate outcomes, including weight loss, adverse events, and treatment satisfaction. The majority of patients (70%) had long-standing obesity, with 46.6% having a BMI between 30 and 34.4 kg/m². Most (88.9%) were new to glucagon-like peptide-1 receptor agonists therapy. After 50 days, 85.6% of patients reported a weight loss of more than 2 kg, with an average loss of 4.9 kg. Adverse events were reported by 39.8% of patients, primarily gastrointestinal issues. Treatment adherence was high, with 94.1% following the prescribed regimen. Despite adverse events, 86.4% of patients expressed a desire to continue treatment. This study demonstrates the potential effectiveness and accessibility of DTC telemedicine for obesity treatment using liraglutide, though gastrointestinal side effects were common. The findings support the use of DTC platforms for weight management, yet further research with longer follow-up and professional evaluation is necessary to confirm long-term safety and efficacy.",2025,01,Digital health,Monika Gratzke; Johannes von Bueren; Edward Garrahy; Bart Calewaert; Finn Abeck; Christian Wuelfing,1619,True,2025-01-01
38759722,Resmetirom for MASH patients with diabetes: challenges and opportunities in the real world.,,2024,Jul,Metabolism: clinical and experimental,Li-You Lian; Giovanni Targher; Christopher D Byrne; Wen-Yue Liu; Ming-Hua Zheng,0,False,2024-07-01
41066001,Naringin mitigates liver damage in a tissue-engineered liver of metabolic dysfunction-associated steatotic liver disease model by promoting autophagy via the mTOR-ULK1 pathway.,"Metabolic dysfunction-associated steatotic liver disease (MASLD) is a chronic liver disease with complex pathogenesis. Autophagy is involved in the occurrence and development of MASLD. Naringin is a flavonoid compound with anti-inflammatory and anti-oxidation effects. This study is to investigate the impact of naringin on autophagy in an organoid model of tissue-engineered fatty liver (TEF). Human hepatocytes were cultured on a rat liver biomatrix scaffold and perfused with fat-supplemented medium to establish 3D MASLD models. Naringin was treated for 3 days. Histopathological changes were determined by oil red O and hematoxylin-eosin staining; organelle morphology was examined by scanning electron microscopy and transmission electron microscopy (TEM); the expression of autophagy-related factors was analyzed by qPCR and Western Blot. Hepatocyte injury was determined by terminal deoxynucleotidyl transferase dUTP Nick End Labeling (TUNEL) staining, cell counting and lactate dehydrogenase (LDH) detection. The results showed naringin significantly improved liver injury in the MASLD model, as evidenced by increased cell viability, reduced lipid accumulation and LDH release. TEM revealed the presence of autophagosomes in naringin-treated hepatocytes. Naringin upregulated the expression of autophagy-related proteins (LC3, ATG5, ATG7) and promoted the LC3-II/LC3-I ratio, indicating enhanced autophagic flux. Furthermore, naringin regulated the mTOR-ULK1 signaling pathway by downregulating p-mTOR and p-ULK1 (Ser757) and upregulating Beclin1. Autophagy inhibitors (3-Methyladenine and SBI-0206965) attenuated the protective effects of naringin, confirming the role of autophagy in hepatocyte protection. Naringin mitigates liver damage in the TEF model by enhancing autophagy via mTOR-ULK1 pathway, highlighting its potential as a therapeutic agent for MASLD.",2025,Oct,Molecular biology reports,Jihui Jia; Yizhi Zhang; Jing Lin; Zhongping Duan; Yu Chen; Xiaohui Zhang,1875,True,2025-10-01
38324483,"A Phase 3, Randomized, Controlled Trial of Resmetirom in NASH with Liver Fibrosis.","Nonalcoholic steatohepatitis (NASH) is a progressive liver disease with no approved treatment. Resmetirom is an oral, liver-directed, thyroid hormone receptor beta-selective agonist in development for the treatment of NASH with liver fibrosis. We are conducting an ongoing phase 3 trial involving adults with biopsy-confirmed NASH and a fibrosis stage of F1B, F2, or F3 (stages range from F0 [no fibrosis] to F4 [cirrhosis]). Patients were randomly assigned in a 1:1:1 ratio to receive once-daily resmetirom at a dose of 80 mg or 100 mg or placebo. The two primary end points at week 52 were NASH resolution (including a reduction in the nonalcoholic fatty liver disease [NAFLD] activity score by ≥2 points; scores range from 0 to 8, with higher scores indicating more severe disease) with no worsening of fibrosis, and an improvement (reduction) in fibrosis by at least one stage with no worsening of the NAFLD activity score. Overall, 966 patients formed the primary analysis population (322 in the 80-mg resmetirom group, 323 in the 100-mg resmetirom group, and 321 in the placebo group). NASH resolution with no worsening of fibrosis was achieved in 25.9% of the patients in the 80-mg resmetirom group and 29.9% of those in the 100-mg resmetirom group, as compared with 9.7% of those in the placebo group (P<0.001 for both comparisons with placebo). Fibrosis improvement by at least one stage with no worsening of the NAFLD activity score was achieved in 24.2% of the patients in the 80-mg resmetirom group and 25.9% of those in the 100-mg resmetirom group, as compared with 14.2% of those in the placebo group (P<0.001 for both comparisons with placebo). The change in low-density lipoprotein cholesterol levels from baseline to week 24 was -13.6% in the 80-mg resmetirom group and -16.3% in the 100-mg resmetirom group, as compared with 0.1% in the placebo group (P<0.001 for both comparisons with placebo). Diarrhea and nausea were more frequent with resmetirom than with placebo. The incidence of serious adverse events was similar across trial groups: 10.9% in the 80-mg resmetirom group, 12.7% in the 100-mg resmetirom group, and 11.5% in the placebo group. Both the 80-mg dose and the 100-mg dose of resmetirom were superior to placebo with respect to NASH resolution and improvement in liver fibrosis by at least one stage. (Funded by Madrigal Pharmaceuticals; MAESTRO-NASH ClinicalTrials.gov number, NCT03900429.).",2024,Feb,The New England journal of medicine,Stephen A Harrison; Pierre Bedossa; Cynthia D Guy; Jörn M Schattenberg; Rohit Loomba; Rebecca Taub; Dominic Labriola; Sam E Moussa; Guy W Neff; Mary E Rinella; Quentin M Anstee; Manal F Abdelmalek; Zobair Younossi; Seth J Baum; Sven Francque; Michael R Charlton; Philip N Newsome; Nicolas Lanthier; Ingolf Schiefke; Alessandra Mangia; Juan M Pericàs; Rashmee Patil; Arun J Sanyal; Mazen Noureddin; Meena B Bansal; Naim Alkhouri; Laurent Castera; Madhavi Rudraraju; Vlad Ratziu,2428,True,2024-02-01
39297757,Comparative Efficacy and Safety of Resmetirom Versus Semaglutide in Treating MASH and MASLD: A Network Meta-Analysis.,,N/A,01,American journal of therapeutics,Hazem Ayesh,0,False,
39710274,Harnessing nuclear receptors to modulate hepatic stellate cell activation for liver fibrosis resolution.,"With the recent approval of Resmetirom as the first drug targeting nuclear receptors for metabolic dysfunction-associated steatohepatitis (MASH), there is promising way to treat MASH-associated liver fibrosis. However, liver fibrosis can arise from various pathogenic factors, and effective treatments for fibrosis due to other causes remain elusive. The activation of hepatic stellate cells (HSCs) represents a central link in the pathogenesis of hepatic fibrosis. Therefore, harnessing nuclear receptors to modulate HSC activation may be an effective approach to resolving the complex liver fibrosis caused by various factors. In this comprehensive review, we systematically explore the structure and physiological functions of nuclear receptors, shedding light on their multifaceted roles in HSC activation. Recent advancements in drug development targeting nuclear receptors are discussed, providing insights into their potential as rational and effective therapeutic targets for modulating HSC activation in the context of liver fibrosis. By elucidating the intricate interplay between nuclear receptors and HSC activation, this review contributes to the discovery of new nuclear receptor targets in HSCs for resolving hepatic fibrosis.",2025,Feb,Biochemical pharmacology,Yaxin Sun; Xiaoyan Yuan; Zhenhua Hu; Yuanyuan Li,1242,True,2025-02-01
41019552,"Distinct effects of semaglutide and tirzepatide on metabolic and inflammatory gene expression in brown adipose tissue of mice fed a high-fat, high-fructose diet.","Brown adipose tissue (BAT) is crucial for overall energy homeostasis as a thermogenic organ with high metabolic activity. While the recruitment of BAT contributes to improved glycemic and lipid homeostasis, the exact molecular mechanisms remain incompletely understood. This investigation compared the transcriptomic responses of semaglutide (GLP-1 receptor agonist) and tirzepatide (dual GIP/GLP-1 receptor agonist) on BAT in mice fed a high-fat, high-fructose diet (HFHFD). These outcomes enhance our understanding of the metabolic actions of GLP-1 and dual GIP/GLP-1 receptor agonists, providing a conceptual basis for future BAT-targeted therapeutic strategies. Twenty-eight male C57BL/6J mice were randomly assigned to either a control group (CON;  Both semaglutide and tirzepatide reduced body weight, improved lipid profiles, and enhanced insulin sensitivity. Compared with the saline group, administration of semaglutide led to differential expression of 467 genes (199 downregulated and 268 upregulated), whereas tirzepatide modulated 40 genes (20 downregulated and 20 upregulated). Bioinformatic analysis identified  Semaglutide and tirzepatide may share common targets (",2025,01,Frontiers in nutrition,Tianyi Ma; Fanfan Song; Yongning Pan; Ying He; Xinming Cao; Yan Zhang; Guangyao Song; Luping Ren,1182,True,2025-01-01
41005135,Heteropolymer ferritin nanocages as delivery vehicles for oral delivery of GLP-1 peptides.,"Bioactive peptides have attracted significant attention for their potential health benefits; however, their oral administration is challenged by degradation from digestive proteases and limited intestinal absorption. In this study, we demonstrated the exceptional gastrointestinal stability of ferritin nanocages, which remained largely intact after 30 min of simulated gastric digestion and were highly resistant to intestinal proteolysis. Consistent with in vitro findings, orally administered ferritin successfully reached the intestinal tract without significant degradation in mice. We engineered a fusion protein by linking a glucagon-like peptide-1 (GLP-1) motif to the C-terminus of heteropolymer ferritin, generating HLG. Through Caco-2 monolayer assays, we confirmed that HLG absorption occurs primarily via TfR1-mediated endocytosis, followed by lysosomal trafficking and subsequent release of bioactive GLP-1. Oral administration of HLG significantly reduced blood glucose levels and food intake in type 2 diabetic mice, whereas the GLP-1 analog exenatide alone showed no such effects. These findings highlight the potential of ferritin-based nanocages as an effective oral delivery platform for bioactive peptides.",2025,Sep,Journal of colloid and interface science,Yiran Qian; Xiaoxi Chang; Mingyang Sun; Yunqi Chen; Jiachen Zang; Chenyan Lv; Guanghua Zhao; Tuo Zhang,1228,True,2025-09-01
41085660,Global burden of MASLD-IBD comorbidity from 1990 to 2021 and trend prediction to 2050.,"Metabolic dysfunction-associated steatotic liver disease (MASLD), a prevalent chronic liver disorder, imposes a substantial global clinical and economic burden. Emerging evidence underscores inflammatory bowel disease (IBD) as a significant independent risk factor for MASLD. However, the global burden and trends of MASLD-IBD comorbidity remain largely obscured. To evaluate the global MASLD-IBD burden from 1990 to 2021, and project trajectories to 2050, informing proactive public health strategies. Leveraging the GBD 2021 database, we quantified IBD's contribution to MASLD via population-attributable fractions (PAF). We analysed the global prevalence, mortality, and disability-adjusted life years (DALYs), stratifying by socio-demographic index (SDI), sex, and age. Estimated annual percentage change (EAPC) assessed 1990-2021 trends; Bayesian age-period-cohort modelling projected 2050 trajectories. In 2021, the global age-standardized prevalence of MASLD-IBD comorbidity reached 171.7 cases (95% UI: 157.3-187.1), with a corresponding DALY rate of 0.5 cases (95% UI: 0.4-0.6) per 10 million population. High-income regions, including North America, Australia, and Western Europe, bore the highest burden. From 1990 to 2021, 20 out of 21 GBD regions exhibited escalating age-standardized prevalence and DALY rates, most markedly in East Asia (prevalence EAPC = 3.18; 95% CI: 2.59-3.77) and East Europe (DALY EAPC = 4.05; 95% CI: 3.32-4.79). Middle SDI regions saw the largest absolute increases, with mortality mirroring DALY trends. Adults ≥ 60 years bore disproportionately higher burdens. By 2050, projections suggest divergent gender trends of rising female burden versus declining male rates. MASLD-IBD comorbidity burdens have risen globally over three decades, necessitating targeted interventions, particularly for ageing populations and high-risk regions. Gender-specific strategies will be critical for mitigating future impacts.",2025,Oct,"International journal of surgery (London, England)",Yuanshan Xu; Youting Yi; Xiankang Zhang; Boyi Jia; Yanrong Huang; Renyun Cui; Haowen Sun; Meng Wang; Jin-Yi Wan; Haiqiang Yao; Chun-Su Yuan,1950,True,2025-10-01
41144820,Therapeutic Benefit or Ocular Risk? Semaglutide and Non-Arteritic Anterior Ischemic Optic Neuropathy.,,2025,Oct,"Retina (Philadelphia, Pa.)",Suhayya Batool,0,False,2025-10-01
41023473,The effects of incretins as a double-edged sword on cancer.,"Incretins, such as Glucagon-like peptide-1 (GLP-1) and Glucose-dependent insulinotropic peptide (GIP), are hormones known to stimulate insulin secretion and are widely used in the management of type 2 diabetes mellitus (T2DM). Recent evidence suggests that these hormones, and incretin-based therapies like DPP-4 inhibitors and GLP-1 receptor agonists, may have proliferative effects on pancreatic β-cells, raising concerns about a potential link to certain cancers. This review aims to evaluate both the beneficial and detrimental effects of incretins in cancer development and therapy. We conducted a comprehensive review of clinical cohort studies, as well as in vivo and in vitro investigations, to assess the dual role of incretin-based therapies in cancer risk and potential treatment. The molecular and cellular mechanisms underlying these effects were critically analyzed. While some studies have suggested an increased risk of pancreatic, thyroid, cholangiocarcinoma, and colorectal cancers associated with incretin therapies-especially in genetically predisposed individuals-other research has demonstrated anticancer effects in prostate, breast, ovarian, and other cancers through various mechanisms. These include inhibition of tumor proliferation, induction of apoptosis, and modulation of immune responses. Although incretin-based drugs may pose a cancer risk in specific tissues, particularly in susceptible individuals, their therapeutic potential in mitigating other cancer types appears promising. The overall evidence suggests that the benefits of incretins may outweigh the risks when patient-specific factors are carefully considered.",2025,Sep,Molecular biology reports,Helia Mavaddat; Abtin Fouladi; Amirreza Peyrovinasab; Illia Khayatan; Hanieh Jalalian Targhi; Mojdeh Fakhri; Kamyab Andarzbakhsh; Dietrich Büsselberg; Seyed Mehrad Razavi; Amir Rezazadeh,1656,True,2025-09-01
41158823,"Pediatric MASLD in China: epidemiology, screening, diagnosis, and management.","Metabolic dysfunction-associated steatotic liver disease (MASLD) is an emerging global epidemic, with a rapidly increasing burden among children and adolescents in China. This alarming trend is primarily driven by profound lifestyle shifts. Unlike earlier perceptions of pediatric MASLD as relatively benign, pediatric-onset MASLD is now recognized as a progressive condition associated with liver fibrosis, cirrhosis, cardiometabolic comorbidities, and elevated risks of hepatocellular carcinoma and early mortality. In China, this escalating burden is compounded by regional disparities, diagnostic challenges, and limited access to pediatric-specific screening and management tools. Yet early-life detection and intervention present a critical window to mitigate long-term liver-related and systemic health consequences. This review synthesizes the latest epidemiological data, screening strategies, diagnostic innovations, and therapeutic approaches for pediatric MASLD in the Chinese context. By integrating emerging evidence with national public health priorities, we aim to inform actionable policies and tailored intervention strategies to confront this growing epidemic.",2025,Nov,The Lancet regional health. Western Pacific,Xiaoguo Li; Xiao-Dong Zhou; Jie Wu; Zhenhua Zhao; Feng Xie; Yiling Li; Wenhui Li; Xiaosong Yan; Sumin Sui; Liting Zhang; Ming-Hua Zheng; Yuemin Nan; Xiaolong Qi,1180,True,2025-11-01
41007868,Evaluating Cardio-Protective Molecules by Efficacy Based on Weight Reduction and HbA1c Targets.,,2025,Sep,Biomedicines,Teodor Salmen; Valeria-Anca Pietrosel; Flaviana-Veronica Urzica; Diana-Elena Visan; Bianca-Margareta Salmen; Radu-Cristian Cimpeanu; Delia Reurean-Pintilei; Mihaela-Simona Popoviciu; Anca Pantea Stoian,0,False,2025-09-01
41096980,Obesity-Driven Metabolic Disorders: The Interplay of Inflammation and Mitochondrial Dysfunction.,"Obesity contributes to the development of metabolic disorders such as type 2 diabetes mellitus (T2DM) and metabolic dysfunction-associated steatotic liver disease (MASLD) through sustained low-grade inflammation and mitochondrial dysfunction. In obesity, hypertrophied adipose tissue release high levels of pro-inflammatory cytokines, including TNF-α, IL-6, and IL-1β, and elevates circulating free fatty acids. These changes promote systemic insulin resistance and ectopic lipid deposition. Mitochondrial dysfunction, including reduced oxidative phosphorylation, excess reactive oxygen species (ROS) production, and mitochondrial DNA damage, further stimulate inflammatory pathways such as the NLRP3 inflammasome, creating a feedback loop that worsens metabolic stress. Ultimately, this interaction disrupts energy balance, weakens insulin signaling, and accelerates β-cell dysfunction and hepatic steatosis. In both T2DM and MASLD, oxidative stress, defective mitochondrial quality control, and dysregulated immunometabolic responses are consistently observed pathophysiological features. Interventions aimed at reducing inflammation and restoring mitochondrial function-including lifestyle modification, mitochondria-targeted therapies, inflammasome regulation, and enhancement of mitochondrial biogenesis or mitophagy-may retard disease progression.",2025,Oct,International journal of molecular sciences,Wooyoung Choi; Gun Ha Woo; Tae-Hwan Kwon; Jae-Han Jeon,1354,True,2025-10-01
40026701,Comparative Efficacy of NAFLD Therapies and Biomarker Associations: A Meta-Analysis Based on Liver Fat Content.,"This study aims to conduct a comprehensive quantitative analysis of various nonalcoholic fatty liver disease (NAFLD) therapeutics, utilizing magnetic resonance (MR)-detected liver fat content (LFC) as the efficacy endpoint, and to identify biomarkers correlated with changes in LFC based on published literature. We performed a systematic search of public databases for placebo-controlled randomized trials on NAFLD up to September 29, 2023. A random-effects meta-analysis was employed to assess efficacy differences between drugs with various mechanisms and placebo. Initial Pearson correlation analysis explored the relationships between biomarkers and LFC. For biomarkers showing significant correlations with LFC, further modeling analysis was conducted to examine their relationship characteristics. Our analysis included 36 studies with 3222 subjects and 33 investigational drugs, which were categorized into 6 mechanistic groups. Drugs such as fibroblast growth factor agonists, and those targeting adipocytes, inflammation, or fibrosis, showed greater efficacy in reducing LFC compared to Resmetirom, which has an efficacy of reducing LFC by 5.2%. From the 121 biomarkers analyzed, alanine aminotransferase and aspartate aminotransferase demonstrated moderate correlations with LFC; specifically, changes of -5.9 U/L in alanine aminotransferase or -3.3 U/L in aspartate aminotransferase were associated with an additional 1% reduction in LFC. The results of this study provide valuable insights for the clinical development of future NAFLD therapeutics, highlighting the efficacy of specific drug mechanisms and the potential of certain biomarkers as surrogate endpoints.",2025,01,Gastro hep advances,Haoxiang Zhu; Ling Xu; Yinhua Lv; Juan Yang; Jihan Huang; Qingshan Zheng; Guang Ji; Lujin Li,1680,True,2025-01-01
41059039,Tissue-resident memory CD8+T cells might enhance HBV DNA clearance in CHB patients with MASLD complication and normal ALT via the CCL-CCR pathways.,"HBV infection continues to pose a significant global health challenge, particularly in patients with normal alanine aminotransferase (ALT) level. The increasing prevalence of Metabolic dysfunction-associated steatotic liver disease (MASLD) among individuals with chronic hepatitis B (CHB) also presents new complications in management. The study aimed to investigate the relationship between MASLD and HBV DNA clearance in CHB patients with normal ALT. 403 patients with ALT levels below the normal threshold who underwent liver biopsy at our institution and subsequently received antiviral therapy with NAs were retrospectively examined. Among these, 177 patients were diagnosed with MASLD. Further single cell data analysis was conducted on GSE192740 and GSE182159. CHB patients concurrent with MASLD had a higher probability of achieving HBV DNA clearance. The proportion of CD8+Teff-GZMH cells was increased in the MASLD group. The interactions among CD8+ Trm-CD69 cells and other T cell subtypes were enhanced, especially within the active CCL-CCR pathways. An elevated proportion of Monocyte-THBS1 was also observed. CD8+ Trm-CD69 T cells may be activated by Monocyte-THBS1 cells, thereby stimulating the immune system via the CCL-CCR signaling axis. This activation facilitates the recruitment of immune cells and enhances the clearance of hepatitis B virus (HBV).",2025,01,Frontiers in cellular and infection microbiology,Chao Cai; Wen-Xuan Shang; Si-Jie Zheng; Chen Chen; Ke Xu; Lu Chen; Ya-Jie Wang; Yu-Qun Wang; Rui-Cong Chen; Yi-Jing Cai; Hui-Fang Zhang; Chen Huang; Ji Lin; Bang-Guo Zhou; Xiu-Li Lin; Lei Zhang; Ming-Qin Lu,1372,True,2025-01-01
39359614,Unveiling Resmetirom: A systematic review and meta-analysis on its impact on liver function and safety in non-alcoholic steatohepatitis treatment.,"The role of Resmetirom in non-alcoholic steatohepatitis (NASH) represents a promising therapeutic approach in addressing the growing global burden of liver disease. With NASH emerging as a leading cause of liver-related morbidity and mortality worldwide, there is an urgent need for effective treatments. Resmetirom, a selective thyroid hormone receptor-β agonist, offers potential benefits in improving liver histology and metabolic parameters in patients with NASH. This review examines the current evidence surrounding Resmetirom's role in NASH management. A systematic review and meta-analysis was done by searching in Cochrane Central Register of Controlled Trials (CENTRAL), PubMed, MEDLINE (including MEDLINE InProcess) (OvidSP), Web of Science, Embase (OvidSP), and Scopus databases. ROB2 Cochrane tool was used for assessing risk of bias in randomized controlled trials (RCTs). In the analysis, we used RevMan Cochrane software. The study showed that patients who were treated with Resmetirom had significantly lower low-density lipoprotein-cholesterol (LDL-C) levels (mean difference [MD] -10.45; 95% confidence interval [CI] -15.86 to -5.83;  Resmetirom presents a promising therapeutic option for NASH, offering potential benefits in reducing liver fat content and improving histological outcomes. The encouraging results from clinical trials suggest that Resmetirom may address an unmet need in NASH management, providing hope for patients with this progressive liver disease. Further research and long-term studies are warranted to validate its efficacy and safety profile in larger patient populations.",2024,Oct,JGH open : an open access journal of gastroenterology and hepatology,Hashim Talib Hashim; Ahmed Qasim Mohammed Alhatemi; Sania Riaz; Mohammedbaqer Ali Al-Ghuraibawi; Arwa S Alabide; Humza Saeed; Fatimah Abdullah Sulaiman; Mustafa Ali Abd Alhussain; Maythum Ali Shallan; Ahmed Dheyaa Al-Obaidi; Omar Saab; Hasan Al-Obaidi; Ali Talib Hashim; Nooraldin Merza,1618,True,2024-10-01
41139017,Depletion of myeloid-derived Zbtb46,"Adipose tissue (AT) immune cells regulate metabolic functions in obesity through both inflammatory and non-inflammatory pathways. However, the specific roles and mechanisms of individual AT immune cell types in glycemic control remain poorly understood. This study investigates the function of myeloid-derived Zbtb46 Chimeric Zbtb46-DTR mice were generated by transplanting bone marrow from Zbtb46-DTR donors into wild-type recipients with distinct congenic markers. Obesity was induced with a high-fat diet (HFD; 60% kcal from fat), and myeloid-derived Zbtb46 Inducible depletion of myeloid-derived Zbtb46 These findings uncover a novel, non-inflammatory role for ATDCs in glucose regulation via the DPP4/GLP-1/GLP-1R axis, positioning them as promising therapeutic targets for obesity and related metabolic diseases.",2025,Oct,Journal of advanced research,Shindy Soedono; Dan Hoang Nguyet Vo; Jiyeon Chang; Sharlene Sharlene; Princess Wendy Bayona; Sooyoung Kim; Jun Young Hong; Kae Won Cho,819,True,2025-10-01
39458050,Semaglutide Treatment Effects on Liver Fat Content in Obese Subjects with Metabolic-Associated Steatotic Liver Disease (MASLD).,,2024,Oct,Journal of clinical medicine,Tereza Dusilová; Jan Kovář; Ivana Laňková; Lenka Thieme; Monika Hubáčková; Petr Šedivý; Dita Pajuelo; Martin Burian; Monika Dezortová; Denisa Miklánková; Hana Malínská; Petra Svobodová Šťastná; Rudolf Poledne; Milan Hájek; Martin Haluzík,0,False,2024-10-01
41152536,Gut-brain communication: types of sensory nerves and mechanisms of activation.,"Understanding the locations of extrinsic sensory nerve endings in the gastrointestinal tract and their mechanisms of activation is essential to advancing our understanding of how communication along the gut-brain axis affects health and disease. The gastrointestinal tract detects diverse stimuli (chemical, mechanical and thermal signals) via two major types of primary afferent (sensory) nerves: vagal and spinal afferents. Viscerofugal neurons represent a third pathway that has been indirectly implicated in gut-brain signalling. These spinal and vagal afferents transmit sensory signals to the brain through distinct pathways, and although the origins of their nerve cell bodies are known, their nerve endings remain poorly understood. New evidence indicates that single dorsal root ganglia neurons can give rise to multiple different morphological types of endings within different gut layers, and that Piezo2 channels have a major role in detecting mechanosensory stimuli by gut-projecting spinal afferents. Morphological studies suggest that substances released from enteroendocrine cells can activate the terminals of vagal and spinal afferent endings within the mucosa through a paracrine mechanism. Here, we review the distinct spinal and vagal afferent types alongside viscerofugal pathways revealed by advances in neurogenetic techniques and high-resolution anterograde tracing, linking them to their physiological role in gut-brain communication.",2025,Oct,Nature reviews. Gastroenterology & hepatology,Nick J Spencer; Timothy J Hibberd; Hongzhen Hu,1461,True,2025-10-01
41153793,From Steatosis to Immunosenescence: The Impact of Metabolic Dysfunction on Immune Aging in HIV and Non-HIV Populations.,"Immunosenescence, defined as the progressive decline of immune function with age, is increasingly recognized as a determinant of morbidity in people living with HIV (PLWH) and in individuals with metabolic dysfunction. The coexistence of chronic viral infection and systemic metabolic alterations-including metabolic dysfunction-associated steatotic liver disease (MASLD) and type 2 diabetes mellitus-creates a pro-inflammatory state (""metaflammation"") that accelerates immune aging. This narrative review synthesizes current clinical, translational, and experimental evidence on the cellular, molecular, and metabolic mechanisms underlying immunosenescence in HIV-positive and HIV-negative populations with metabolic dysfunction. Key converging pathways include chronic inflammation, mitochondrial dysfunction, microbial translocation, and altered immunometabolic signaling, leading to features such as CD8",2025,Oct,Biomedicines,Carlo Acierno; Maria Frontuto; Giulio Francesco De Stefano; Ana Erezanu; Andrea Limone; Simona Morella; Francesco Picaro; Donatella Palazzo; Michele Gilio,908,True,2025-10-01
41061280,Association of blood pressure with nonalcoholic fatty liver disease defined by fatty liver index.,"Despite the known association between hypertension and nonalcoholic fatty liver disease (NAFLD), the cut-off values of blood pressure for identifying risk of NAFLD have not yet been determined. The aim of this study was to determine the diagnostic performance and optimal cut-off values of blood pressure for detecting NAFLD defined by fatty liver index (FLI). This cross-sectional study included 1227 participants aged 35-55 years. NAFLD was determined by FLI with a cut-off value of ≥60. Receiver operating characteristic (ROC) curve analysis was used to evaluate the diagnostic ability of blood pressure parameters for screening FLI-defined NAFLD and to determine their cut-off values. The results of this study showed that systolic blood pressure (SBP) and diastolic blood pressure (DBP) were significantly correlated with FLI values. The prevalence of NAFLD defined by FLI was 23.5% in men and 18.2% in women. The ROC curve analysis showed a good ability of blood pressure for the prediction of FLI-defined NAFLD. The optimal cut-off values of SBP and DBP were 136 mmHg and 88 mmHg in men and 137 mmHg and 85 mmHg in women, respectively. Thus, high-normal blood pressure is associated with the risk of NAFLD defined by FLI in both men and women.",2025,Oct,Canadian journal of physiology and pharmacology,Anastasiya M Kaneva; Evgeny R Bojko,1251,True,2025-10-01
